App,User,Title,Review,Rating,Date
Bear,bunfart90,No Cross Platform,"I've been using this app on and off for years to journal but the lack of cross platform (pc or browser version with cloud sync) made me move to Obsidian. It's a shame because I'm choosing to pay double the price of Bear Pro for a subscription to Obsidian with enough space to accommodate my files. That money could be going to Bear if they had the capabilities. If cross-platform sync were implemented I would definitely consider coming back, but for now bye felicia",3,
Bear,ThatGuyWhoRuns,Simply the best note app.,"Bear is hands down the best note taking app. It works perfectly from the simplicity to the way notes are organized by tags, it’s amazing. Now I just need them to make a “to-do” app!",5,
Bear,GYATTTT12342,Very functional,It seems hard to use at first but once you understand it it is a great app,5,
Bear,ChshreCat,Do not rely on sync,"I had to reset my phone to factory condition, double checked that the sync was on and was backing my notes up to iCloud… Only to find out after resetting my phone that all of my notes were gone, and it synced to the sample notes on reinstall of the app.

Absolutely worthless.

I completely regret ever signing up for pro and spending my money on this.",1,
Bear,Thompsons Gazelle,"Lightweight, blazing fast, perfect","It’s like they took the simplicity, UI, speed, and system integration of apple notes and combined it with the QOL features of obsidian. 

Probably my favorite app on my iPhone along with a 29¢ finance app called Gem

Can’t wait to get that web app too!",5,
Bear,heykuzon,Nice,Really like the name of the app lol. 5/5 lessgo. Simply. Flat out. Lets advance.,5,
Bear,avatarzach,Hang on to your notes,All of my notes were deleted upon update.,1,
Bear,uughmanbean,Sync is nightmare,"I didn't use to use Bear on more than one device and I started recently and boy do I regret it. I've done all the expected fixes, update/delete & reinstall etc. But no matter what I do certain notes and a growing number of them at that are permanently stuck to the top of my list. Any sort option is the same and now there are so many stuck up there that navigating to the current note takes DIGGING!! Since the whole draw on this app is simplicity & ease of use I think my time with Bear is over. I have used it for a few years now but if I have to scroll through a long list of notes sorted by a mystery logic that murders the point is the app for me. Major bummer.",4,
Bear,mgaydash,Quality App Uses Atypical Organization,"Bear is a nicely designed app that uses an unusual tagging structure for file organization. I think it will work well for many users looking for an Apple Notes replacement that uses plain text however, certain design decisions make it unusable for me. 

Bear doesn’t use a traditional hierarchy of directories for note organization but instead uses a tagging system that includes the option for nesting. Unfortunately, Bear doesn’t offer the ability to filter on multiple tags at once, which is to say constructing a query as simple as “tag1 AND tag2 AND tag3” can’t be handled in the UI without writing a string query. That’s a dealbreaker for me. 

It’s not exactly fair to judge Bear on this, but the general community opinion of the feature I’m describing seems to be negative, so I don’t expect it to be added.",2,
Bear,Cosmogenetisist,Not worth the coin.  You have to pay to store to iCloud?!,"You have to pay to store to iCloud?!  That’s silly and greedy.

I have been developing software for over 40 years.  I can understand wanting to get paid for your work.  But this limitation makes this software untestable for one’s environment.  Free apps do save to iCloud.

It also doesn’t allow you to edit the raw .md files, which free apps do as well.

So where is the value add if you pay for it?  None.",1,
Bear,jdgower,Awesome,Bear is an awesome note taking app. I’ve used it a few years and love it. The pricing is fair and the product is great.,5,
Bear,The Real Angry D,Not “in-app” purchase. SUBSCRIPTION based!,"EDIT 04/16/25: Annual price raised to $29.99. Same complaints as before. Software is not a service and I will not RENT it from you. 
——
Previous review:

I am sick and tired of all these apps that claim to be free with “in-app purchases” that you think will be a reasonable $3 or $5 price tag for something simple like the basic ability to sync your writing across two devices (something Google notes does for FREE) only to discover after you’ve installed it that it’s SUBSCRIPTION based and will charge you $20 a year for something that should be a standard feature in a writing application! 

No, I will not subscribe. I will leave you negative feedback, delete the app, and avoid your company in the future until you catch on that users are NOT interested in paying multiple times for software. I’d have BOUGHT THIS APP OUTRIGHT if your prices were reasonable, but a $20 annual fee is absurd. After two years your app will cost TWICE what Scrivener does and have fewer features! 

Uninstalled and a complaint has been filed with the Apple Store that they stop showing subscription apps as “in-app purchases” and start showing them as “subscription-based fees” so I know not to waste my time downloading them.

PS: Scrivener, which has about twenty times the features of this app, is a one time fee of $25. Less if you get it during National Novel Writing Month. I bought that software without complaint on two platforms at full price because they were UP FRONT and HONEST about their pricing structure and it is WORTH it.",1,
Bear,girlscantwhat,The Note-Taking App I Didn’t Know I Needed,"After working with ChatGPT to analyze my workflow and tool preferences, Bear was the standout recommendation—and it’s been a perfect fit. The design is beautiful and distraction-free, but it’s the power under the hood that really sold me. Tags, backlinks, x-callback URLs—it all works seamlessly with how I think and operate. It’s now my central hub for ideas, systems, journaling, and project notes. Paired with Things 3, my workflow feels faster, lighter, and more aligned than ever. Bear doesn’t just hold my thoughts—it helps me use them.",5,
Bear,tycoljr,Simply Awesome,"I had to write this brief review to express my appreciation for this app. I consistently use it as a starting point for writing any content, and then I transfer the writing to its final destination. Writing without distractions in this app is seamless and efficient, and the visual appeal is captivating. Additionally, I utilize it to collect articles and subsequently convert them to EPUB format, enabling me to read them on my e-ink devices. Overall, it’s an exceptional writing and text editor.",5,
Bear,c1r0l1n3,Beautiful and functional,"Bear can be used for everything from a to do list to writing a novel. I keep academic notes and journal articles tagged and cross referenced and have never been better organized. I switched from Evernote a longtime ago, so can not speak to its current functionality, but even if the features are similar, the clean interface and beautiful, intuitive design of Bear encourages use, so I am more productive than ever.",5,
Bear,sixx.is,BEAR-UTIFIL,"Simple, elegant, yet powerful!

Bear is conveniently fast, efficient, syncs seamlessly across all devices, and did I say BEAR-UTIFUL!? Bear focuses on simplicity—its design eliminates clutters and distractions and focuses only on features that matters!

I’ve invested a lot of time testing various note-taking applications available, but Bear truly stands out with its premium design and performance. Bear is my preferred note-taking application for my study sessions. The clean design provides uninterrupted study marathons and it allows seamless access to my study materials (pdf, doc, pptx) on-the-go. You can never go wrong with Bear!

I’m extremely satisfied with Bear! It’s definitely worth the investment!",5,
Bear,Row-Box-One,Still New,"Its okay, hope for good news!",3,
Bear,Rcscruff,Unable to use,"App print is gray on white background, lacks sufficient contrast to be easily read. Font too small. When I have to work hard to read something! I just pass. App not useable for ne.",1,
Bear,redzonefrog,Can’t get Apple Pencil to work,"The only reason I would use Bear is to use my Apple Pencil. I downloaded to iPad, went to “scribble” options,  nothing. Tried everything I could think of. Anything this unintuitive isn’t worth my time. I’ll stick with Kingle Scribe.",1,
Bear,dpow_,the only notes app you should even look at,"They develop meticulously, and a tad slow sure, but the end result is ever evolving  magic. Thank me in 10 years when you finally find that thing you thought you lost.  One star off to just nudge Shiny Frog to keep their edge and don’t exit on us. And get that web app moving. Wind…ok too greedy? fine web will do. THIS IS AN APP FOR EVERYONE. But, you will integrate much more smoothly if you have the most *basic* understanding of markup, computering, and…code? Not really, maybe “code culture”? If thats a dirty word for you, do not be afraid, there are UI options (aka buttons you can use your 
finger or mouse to clicky on) for everything. The 1star reviews that I read, at least, are nonsense - either malicious or ignorant. Not working as advertised? Please specify. Data loss after depot repair? Sounds like a you problem. Can’t open a new note? CMD-N. Numbnut. “Full of Hate”? Yes, you are, but it’s unclear why. Waiting for AI? Waiting for you to shoo. Go on, get lost. Slow/Sync issues? Not here, not now. Lifetime membership? Yes, sounds great. But be careful what you wish for. I need only point you over to Cartasec and their Canary Mail app. 2 lifetime membership paid (Mac, Windows), app starts to fall apart, force upon users AI as they beg them to please, dont. They are slooooooowly improving, but at what price? And for how long? I worry how will Shiny Frog’s incentive structures change when the ongoing revenue dries up? Even if well intentioned, we are all human. I will pay yearly forever, as long as SFrog pays me back with good faith, support, and up to date tech. No, not AI. Not that kinda tech.",4,
Bear,Farsayl,Unbeatable,"I have been using Bear for at least 5 years now. It’s fast as lightning and every bit of this app feels thoughtfully designed.

I’ve tried dozens of note apps, because I’ll admit sometimes there are things I wish Bear did that it doesn’t, but I ALWAYS come back to Bear or use it as a supplement because of just how amazing it feels to use. It may lack some features fancier apps have, but what it has it does extraordinarily well and this has become an irreplaceable tool for me.",5,
Bear,iPravda,Powerful yet Simple,"Been using this app daily for the past year. Very easy to navigate, customize and create. 

Syncs across all Apple Devices flawlessly. 
Great Apple Watch app as well. 
Highly recommend.",5,
Bear,Reyna.sleepz,Please don’t add Ai,"I really love this app so much I try to avoid Ai in all the apps I download I feel like it’s so lazy and unnecessary, we don’t need Ai in every app and I’m so glad this app doesn’t have it. Love you so much app developers!!",5,
Bear,Havallllll,Need lifetime,Please add lifetime purchase,1,
Bear,Peanut.bug,I’ve been using this age for ages…,"I have been using this app for what… 10+ years? It’s excellent. I love how you can customize it pretty decently without paying for anything. You can have so many notes and seem to have no unlimited space. I use this app for uni, writing, random things, etc, and I love it. You organize by #, which isn’t so bad. Maybe the only cool update would be having folders, too:) again, I love this app ahaha.",5,
Bear,Xierox2000,Beautifully designed and works very very well,"I used to use Evernote, but never liked that my notes were in a proprietary format and difficult to export. Plus, Evernote has gotten really bad lately and it was harder and harder to like using it and do what I wanted with it.

The developers of bear have provided a very polished and made a lot of thoughtful decisions which make it a pleasure to use every single day. I now keep 100% of my personal notes in this app and have been doing so for two years.

I really can't recommend this enough. I literally use it every single day.",5,
Bear,maggiezulu,Copy-pasting,Pasting into Bear is creating funky symbols for punctuation marks. It’s very frustrating.,1,
Bear,whitericeman,Needles in a haystack,"Many people love Bear for its clean design and flexible organization system. I’ve tried to force myself to love it, but after using it extensively, I've found that its approach to organizing notes, while innovative, creates unexpected problems that might not work for everyone, myself included.

Bear's tag-based system tries to free users from traditional folders, but this freedom comes with downsides. The app's flexible nature can make everything feel temporary and unstable - notes don't have a fixed place, and the organization system keeps shifting. This manifests in a couple of ways: 

1. Bear's notes feel like a needle in a haystack unless you know how to search for them. This goes against how many people prefer to use notes apps - sort of like sticky notes that will appear in places that are useful. Having to remember what you wrote down to find it defeats the purpose of writing it down in the first place.

2. The tag system, while powerful, can be confusing. Tags come and go based on use, which makes navigation unpredictable. This might work well for users who like organic organization, but it's frustrating for those who need consistent reference points. When your mental map of where things are keeps changing, it becomes harder to develop reliable habits for finding your notes.

One of the biggest issues for me personally is that each time you open Bear, it feels like starting over. When an app doesn't become more familiar over time, it's usually because it lacks the predictable patterns we need to develop muscle memory.

Bear's design highlights something important about note-taking: most users benefit from having both structure and flexibility. The app's commitment to tags-only organization forces users to choose between being organized or being flexible, when many would prefer both. Having some fixed organizational elements while allowing for flexible connections would better match how people naturally organize information.

Bear works well for people who think in connections rather than categories, like reorganizing their notes often, and are good at remembering keywords and content. However, it might not work for people who need visual reminders, want predictable organization, work with time-sensitive or location-specific notes, or want both structure and flexibility.

For Bear to work better for more people, it would need to find a way to offer both approaches rather than forcing users to pick one or the other.",3,
Bear,tangodown104,Good,If you are like me you have been using your own words to inspire yourself and who reads your writing. Any topic on your heart or mind can be written to explain what you wanted to know or study. One thing I would like on the app is making friends with a profile to collaborate with. A+.,5,
Bear,Dariverdariver,WARNING FOR TRANSFERRING NOTES,"Let me start off by saying I love bear and have been using it for maybe half a decade now. I have tons of notes in there, and even with the free version it does exactly what I need it to do. So then here comes the issue: I recently got a new iPad and wanted to copy the notes from my old iPad onto the new one (I have the app on all my devices, but because I have the free version, I just copy and transfer whatever I need to). I hadn’t had the chance to do that until today, so I had time to start new notes on this new device (including notes I take for my classes). I was under the assumption that restoring a backup would import all of the files that I saved a backup of on my old device. There was NO WARNING that my current notes would be deleted if I restored this data. I did not have a backup of the notes in my new device either. Again, this is a great app, but I can’t forgive the lack of warning that caused me to lose all those incredibly important notes, even if in hindsight “restoring” data implies overwriting it. Even your average video game does this kind of warning. To the developers, please add clearer warnings and descriptions for what restoring a backup entails WITHIN THE APP, rather than just on your website. And to other app users, don’t be stupid like me and accidentally overwrite all your local files!",3,
Bear,SunnyHawk007,I love this app,I’ve been using Bear for years and it’s fantastic. It can be as simple or as complicated as you need/want it to be. So many features that you can use easily or you can just skip and just make plain notes.,5,
Bear,3hsoj,I have FINALLY found my note taking app!,"Words cannot describe how happy I am to have found Bear! I've tried so many note taking apps and THIS IS THE ONE. Because of the incredible export options, you're never locked in, but at the same time you'll never want to leave!",5,
Bear,Scotsmith,"Wow, keep it up Bear!!","From brainstorming big ideas to exporting them beautifully in every format from HTML to PDF and markdown… Bear proves the beast and is the conductor of chaos in our agency. We love specifically its rendering of HTML and markdown from ChatGPT/Claude and the exporting of markdown files to multiple file types has been flawless, over hundreds of times already. It’s a great app, support the developers!",5,
Bear,Miranda Ccc,Data lost & Customer Support not responsive,"I have been a subscribed member of Bear for more than 2 years, and the data saved in the cloud was completely lost after my MacBook was fixed. The customer support didn't respond to my emails and request for months...What a scam!!",1,
Bear,ljb2,It’s Not a Bad App…,It would be nice to manually sort any of the lists.,3,
Bear,shadowdecker,Favorite Notes App,"Bear is a great notes/planning/external brain for iOS.  Highly reliable and easily modified to personal preference via tagging and markdown.  Would be a five star for me if the handwriting/drawing space worked a little better.  As it is, the handwriting insert is proportionally very narrow compared to the available page space and can be even narrower if it is inserted while sidebars are open.  As a user who primarily brainstorms with Apple Pencil, this can make my workflow a little awkward.",4,
Bear,frjps,Bear vs. Apple vs. Watch notes apps,"I am doing a comparison first between Bear and Apple notes. They are pretty much feature comparable the notes has a couple of unique features that Bear does not such as the ability to collapse, headings or subheadings. 

But my real interest in Bear was looking for an Apple Watch app to create and view notes. Apple’s note app does not have an Apple Watch app, unfortunately. So it is between Bear and Drafts and Cheatsheet. Bear’s notes look the best on the Apple Watch, but is missing features in the Drafts and Cheatsheet apps, for example, the ability to search for a note, add tags or pin a note in the watch apparently, so that is very disappointing. Suggestions or comments from other users are welcome, as well of course as from the developer.",4,
Bear,A&J_,Great but so much untapped potential,"Finally an app that has a solid UI and is just downright beautiful and intuitive.

I know Bear has its roots as an IOS app, but I would love to see this grow from an app, to a full fledged productivity platform. As a former Evernote user who left their platform due to a growing lackluster experience, Bear could easily snatch up their market share who’s eager for a fresh experience. Give me a web and windows app, let me create teams and invite external contributors, bonus if there were exposed APIs.

I genuinely feel Bear has everything going for it, it just needs to graduate from the app mindset and set its eyes on becoming a true productivity platform.",5,
Bear,EverFan2012,Best NOTE taking app for me,"After auditioning most of the popular note taking apps, Bear is a clear winner! It’s not bloated and glitchy (Evernote), it’s not impossibly complicated (Notion), it’s not chaotic (Obsidion), and it’s not too simple that it lacks important features (Apple Notes). It’s also not outrageously expensive. Bear just does what it should do as a note taking app! It allows me to build a second brain with visual and intuitive organization and capable tech to capture what and how I want to capture. As someone who likes folders, I had to accept their tag system instead…but it works like folders well enough that I’m ok with that. All in all, this is the note taking app for me!",5,
Bear,Manny-n,Search Needs Improvement,"Bear does a great job allowing you to search within individual notes, which is helpful. However, the general search functionality is now disappointing. While it used to locate keywords inside notes during a general search, this feature no longer works. It’s frustrating. Without this, navigating through large amounts of content becomes tedious. Bear is still a solid app, but this regression in search functionality is a big letdown.",2,
